ID feas.,SDP feas.,Assum. holds,$t^\star$ (med.),audit ok,$\rho^\star$,$\kappa$,$r^\star$,$c^\star$,$c(\delta)$,$r^\star$ capped,invariance,decay
100.0,100.0,100.0,0.31999933761058774,100.0,0.0053653964252097135,0.9,3.1415926535897927,3.22841931012884,0.9197230789150354,100.0,100.0,100.0
