seed,eps,template,x0_radius,s_A,N,id_feasible,sX,id_time,coverage,coverage_train,encl,mu_sum,lp_feasible,lambda_min
6031,0.1,entry,0.75,9,30,True,0.0016517835078051892,0.08664695300103631,0.6,1.0,0.07625600687410941,0.8335311715755626,True,0.08984375
6062,0.1,entry,0.75,9,30,True,0.002405436299600273,0.08055573999808985,0.35,1.0,0.06699143008032848,0.9402649765291508,True,0.05859375
6093,0.1,entry,0.75,9,30,True,0.005518167611173848,0.0952928080005222,0.3,1.0,0.07836008824992621,0.9815962306027912,True,0.07421875
6124,0.1,entry,0.75,9,30,True,0.006603890038255988,0.09147048399972846,0.425,1.0,0.0632182184970174,0.7730637705503911,True,0.09375
6155,0.1,entry,0.75,9,30,True,0.008307220103716229,0.08628068300095038,0.425,1.0,0.062029972579845195,0.9874936033404448,True,0.140625
6186,0.1,entry,0.75,9,30,True,0.0010900146188798125,0.08331712399740354,0.4,1.0,0.0454524743172602,0.8310062365558492,True,0.0546875
6217,0.1,entry,0.75,9,30,True,0.004220375509230581,0.08123015399905853,0.65,1.0,0.07417719705790989,1.3761650116127044,True,0.09375
6000,0.1,entry,1.0,9,30,True,0.0024018088572790334,0.0871419609975419,0.6,1.0,0.08880969127380108,1.346734917616153,True,0.109375
6031,0.1,entry,1.0,9,30,True,0.001755803276595013,0.08865229400180397,0.625,1.0,0.07331517664883633,0.8049345705771617,True,0.0859375
6062,0.1,entry,1.0,9,30,True,0.0024193119046022503,0.07995087300150772,0.325,1.0,0.06460368623830766,0.8997663737164896,True,0.05859375
6093,0.1,entry,1.0,9,30,True,0.004917431598809273,0.08286553600191837,0.325,1.0,0.07340479930964224,0.9410274492262811,True,0.0703125
6124,0.1,entry,1.0,9,30,True,0.0006149969017317583,0.0866028410018771,0.5,1.0,0.06969891591505231,0.9460584182956521,True,0.0703125
6155,0.1,entry,1.0,9,30,True,0.007844379339162159,0.12902703799773008,0.425,1.0,0.061483845552401606,0.9079297457230828,True,0.13671875
6186,0.1,entry,1.0,9,30,True,0.0013627325074163843,0.07959950100121205,0.425,1.0,0.047655267713246685,0.7567824694181828,True,0.046875
6217,0.1,entry,1.0,9,30,True,0.002255052223173972,0.07936850300029619,0.6,1.0,0.0800069679675695,1.2908162977664142,True,0.08984375
