seed,N,alpha,method,needs_w_bound,id_feasible,id_time,coverage_x1,encl_x1,coverage_x2,encl_x2,coverage_train,lp_feasible,lp_time,cl_violation,cl_worst
807,30,1.0,DCM,False,True,0.040020607000769814,1.0,0.096000000018519,1.0,0.096000000018519,1.0,True,0.00870498999938718,0.0,-0.2772269953053056
807,30,1.0,ICM,False,True,0.0768358889999945,1.0,0.09600000040878967,1.0,0.09600000068466989,1.0,True,0.008671006000440684,0.0,-0.2764610030485406
826,30,1.0,LS,False,True,0.00019778199930442497,0.0,0.0,0.0,0.0,0.0,True,0.010705275000873371,0.0,-0.2726056424925578
826,30,1.0,Tube-MPC,False,True,0.011298166000415222,0.55,0.027600581828298894,0.35,0.027600581828298894,1.0,True,0.009669930001109606,0.0,-0.28023285024929323
826,30,1.0,SMI(beta=0.5),True,False,0.013517318999220151,,,,,,,,,
826,30,1.0,SMI(beta=1),True,True,0.2528158750010334,1.0,0.09513524561856557,1.0,0.1331232817478285,1.0,True,0.008721501999389147,0.0,-0.3101459087488919
826,30,1.0,SMI(beta=2),True,True,0.260631683999236,1.0,0.2995781242645855,1.0,0.4403350500371935,1.0,True,0.008247467998444336,0.0,-0.39020009283263624
826,30,1.0,DCM,False,True,0.09207879600035085,1.0,0.09600000001467543,1.0,0.09600000001467543,1.0,True,0.008630870999695617,0.0,-0.29866397836963376
826,30,1.0,ICM,False,True,0.10033045599993784,1.0,0.0960000001974293,1.0,0.096000000344626,1.0,True,0.008996749000289128,0.0,-0.3073784338897505
845,30,1.0,LS,False,True,0.00018461299987393431,0.0,0.0,0.0,0.0,0.0,True,0.008748394000576809,0.0,-0.2858953859104799
845,30,1.0,Tube-MPC,False,True,0.010402917001556489,0.575,0.02882364826150686,0.5,0.02882364826150686,1.0,True,0.009936271000697161,0.0,-0.29281629812064813
845,30,1.0,SMI(beta=0.5),True,False,0.012665311000091606,,,,,,,,,
845,30,1.0,SMI(beta=1),True,True,0.212072332000389,1.0,0.09507374462427037,1.0,0.13380452204688248,1.0,True,0.009261348999643815,0.0,-0.30884422758039676
845,30,1.0,SMI(beta=2),True,True,0.2013165670014132,1.0,0.28436534421931897,1.0,0.4117101916827958,1.0,True,0.009387629999764613,0.0,-0.38646168951220994
845,30,1.0,DCM,False,True,0.03657357200063416,1.0,0.09600000001502729,1.0,0.09600000001502729,1.0,True,0.008531608000339475,0.0,-0.30932906389737347
845,30,1.0,ICM,False,True,0.07667021000088425,1.0,0.09600000046451512,1.0,0.0960000008037843,1.0,True,0.008326375998876756,0.0,-0.3165546526756168
864,30,1.0,LS,False,True,0.00018392499987385236,0.0,0.0,0.0,0.0,0.0,True,0.008232672998929047,0.0,-0.2973209266313578
864,30,1.0,Tube-MPC,False,True,0.010625324999637087,0.45,0.026391268723713824,0.425,0.026391268723713824,1.0,True,0.008947967000494828,0.0,-0.3058156252700567
864,30,1.0,SMI(beta=0.5),True,False,0.01305494599910162,,,,,,,,,
864,30,1.0,SMI(beta=1),True,True,0.22115419300098438,1.0,0.10928883866613703,1.0,0.16021811717533493,1.0,True,0.008774394998908974,0.0,-0.37334511173004703
864,30,1.0,SMI(beta=2),True,True,0.20545963699987624,1.0,0.3092357982707627,1.0,0.46099627773908447,1.0,True,0.008989608999399934,0.0,-0.4354049635686954
864,30,1.0,DCM,False,True,0.040965715999846,1.0,0.09600000040637036,1.0,0.09600000040637036,1.0,True,0.008774834999712766,0.0,-0.31887897380243946
864,30,1.0,ICM,False,True,0.07530847399902996,1.0,0.09600000058644412,1.0,0.09600000099361694,1.0,True,0.009233622999090585,0.0,-0.3542229276280634
883,30,1.0,LS,False,True,0.00018459899911249522,0.0,0.0,0.0,0.0,0.0,True,0.008660987999974168,0.0,-0.23171970930309738
883,30,1.0,Tube-MPC,False,True,0.010978663000059896,0.325,0.027586154160024932,0.1,0.027586154160024932,1.0,True,0.008542687999579357,0.0,-0.2379778644500007
883,30,1.0,SMI(beta=0.5),True,False,0.012879587999123032,,,,,,,,,
883,30,1.0,SMI(beta=1),True,True,0.21677726800044184,1.0,0.08905555714371524,1.0,0.12353518558788959,1.0,True,0.008952359999966575,0.0,-0.3074585223036179
883,30,1.0,SMI(beta=2),True,True,0.2211256949995004,1.0,0.2810942637700208,1.0,0.4180329302747867,1.0,True,0.008620829999927082,0.0,-0.4020826575608173
883,30,1.0,DCM,False,True,0.07894747799946344,1.0,0.09600000041180963,1.0,0.09600000041180963,1.0,True,0.008332035999046639,0.0,-0.2570072031174525
883,30,1.0,ICM,False,True,0.08248300999912317,1.0,0.09600000024241087,1.0,0.09600000041644402,1.0,True,0.009146476999376318,0.0,-0.26821760139787043
902,30,1.0,LS,False,True,0.00019748100021388382,0.0,0.0,0.0,0.0,0.0,True,0.008410288999584736,0.0,-0.2875863969999154
902,30,1.0,Tube-MPC,False,True,0.011154445001011482,0.7,0.030533001260615405,0.525,0.030533001260615405,1.0,True,0.008458004998828983,0.0,-0.2909203254805518
902,30,1.0,SMI(beta=0.5),True,False,0.013198924001699197,,,,,,,,,
902,30,1.0,SMI(beta=1),True,True,0.20711965400005283,1.0,0.09299392583468268,1.0,0.13140977134173001,1.0,True,0.008849321000525379,0.0,-0.3077730558812327
902,30,1.0,SMI(beta=2),True,True,0.2111877679999452,1.0,0.29183758994316167,1.0,0.4310139809397412,1.0,True,0.008793082999545732,0.0,-0.383737766650314
902,30,1.0,DCM,False,True,0.03588033099913446,1.0,0.0960000002353085,1.0,0.0960000002353085,1.0,True,0.009588996999809751,0.0,-0.3018017938440095
902,30,1.0,ICM,False,True,0.07518903499840235,1.0,0.0960000001450287,1.0,0.09600000025214508,1.0,True,0.008669261000250117,0.0,-0.29482617840641834
