seed,alpha,N,method,id_feasible,sX,id_time,n_var,coverage_train,coverage_x1,encl_x1,coverage_x2,encl_x2,coverage_x3,encl_x3,src_state,src_input,src_additive,repr_gap,center_err,muA_mass,muB_mass,muw_mass,lambda_min,gamma
4070,4.0,10,ICM,True,0.05419244829233167,0.11956858700023076,433,1.0,0.075,0.07309912350677197,0.05,0.07309912450865617,0.025,0.07309912551054039,1.0018842047372652e-09,2.5679984759100825e-10,0.07309912224808791,2.248969006801036,0.03289383097428489,2.171938255433804e-08,1.4595289587533552e-08,0.9137390281010989,0.03125,8.0
4087,4.0,10,DCM,True,0.022067894641362662,0.038550415000372595,55,1.0,0.0,0.04883241058193078,0.0,0.04883241058193078,0.0,0.04883241058193078,0.0,0.0,0.04883241058193078,13.871785928301003,0.14700472158644218,0.0,0.0,0.6104051322741346,0.02734375,8.0
4087,4.0,10,ICM-noSI,True,0.022067892685668077,0.06941519900010462,253,1.0,0.025,0.04835152545627308,0.0,0.048703050894784355,0.0,0.04905457633329564,0.00035152543851128007,1.7305758037925446e-11,0.04800000000045604,14.520498724434832,0.15593596921103692,0.007242158541941812,1.171973817331207e-09,0.6000000000057005,0.0234375,8.0
4087,4.0,10,ICM,True,0.0341809639479603,0.1212743109999792,433,1.0,0.075,0.07440539333074239,0.075,0.08032449475488143,0.075,0.08624359617902047,0.005919101424139042,3.962804877650319e-11,0.06848629186697529,2.1655559961890365,0.017938115026009283,0.11526940683991671,2.6483905718360015e-09,0.8560786483371912,0.0390625,8.0
4104,4.0,10,DCM,True,0.018957422651616655,0.04661724400011735,55,1.0,0.05,0.04904976459421962,0.05,0.04904976459421962,0.025,0.04904976459421962,0.0,0.0,0.04904976459421962,3.9792263085624273,0.041618169490414664,0.0,0.0,0.6131220574277453,0.0234375,8.0
4104,4.0,10,ICM-noSI,True,0.018957422663357534,0.08893966200002978,253,1.0,0.05,0.04904976455200026,0.05,0.049049764585660204,0.025,0.049049764619320146,3.3659943833723394e-11,1.9428564911851747e-11,0.049049764498911755,3.9250486969569924,0.04127450493040688,1.398716836693024e-09,1.437997448216339e-09,0.6131220562363969,0.0234375,8.0
4104,4.0,10,ICM,True,0.02965744017531939,0.1747137920001478,433,1.0,0.075,0.058484516685868425,0.025,0.058484516791910565,0.025,0.05848451689795272,1.0604215201184491e-10,2.0799553984075487e-11,0.058484516559026714,2.6455269473775354,0.022821061520381214,2.6041418833327133e-09,1.3407639823574674e-09,0.731056456987834,0.03515625,8.0
4121,4.0,10,DCM,True,0.033181245844611684,0.051878072999897995,55,1.0,0.025,0.056739104519308345,0.0,0.056739104519308345,0.0,0.056739104519308345,0.0,0.0,0.056739104519308345,8.799781591587646,0.15071609713668715,0.0,0.0,0.7092388064913544,0.0390625,8.0
4121,4.0,10,ICM-noSI,True,0.03318124561087397,0.10898027599978377,253,1.0,0.025,0.05673910330387866,0.0,0.05673910347889777,0.0,0.05673910365391686,1.750191024515158e-10,6.925487716262227e-11,0.05673910305960468,8.900116312156547,0.1507160987010039,5.049093905802381e-09,3.810012760550457e-09,0.7092387882450585,0.0390625,8.0
4121,4.0,10,ICM,True,0.04719305375342062,0.14296585100009906,433,1.0,0.275,0.08723113282422265,0.15,0.08723113311206351,0.075,0.08723113339990436,2.87840849298642e-10,0.0032478859601826546,0.08398324657619916,2.4028084148467825,0.049988272344331564,8.832656417246924e-09,0.0804630633906793,1.0497905822024893,0.046875,8.0
4138,4.0,10,DCM,True,0.03352459006321975,0.0501358540000183,55,1.0,0.025,0.052519082221283264,0.025,0.052519082221283264,0.05,0.052519082221283264,0.0,0.0,0.052519082221283264,7.059177933771878,0.07902297192175367,0.0,0.0,0.6564885277660408,0.0234375,8.0
4138,4.0,10,ICM-noSI,True,0.02614120245181079,0.10499606299981679,253,1.0,0.05,0.053507987487735234,0.05,0.05901597495778242,0.05,0.06452396242782962,0.0055079874700471945,1.8642402256597717e-11,0.04799999999904564,6.908536765049276,0.06602177579813384,0.08764406740151603,1.32451983729035e-09,0.5999999999880704,0.03125,8.0
4138,4.0,10,ICM,True,0.026260529797273793,0.176790082000025,433,1.0,0.125,0.06968635328828361,0.125,0.08245493864709146,0.025,0.09522352400589931,0.012768585358807854,1.0672882464093306e-09,0.05691776686218751,3.9918303372988584,0.07293780311166165,0.20317601040125202,6.019197148143962e-08,0.711472085777344,0.04296875,8.0
4155,4.0,10,DCM,True,0.0397099073375535,0.04830594299983204,55,1.0,0.1,0.07073685720418205,0.0,0.07073685720418205,0.0,0.07073685720418205,0.0,0.0,0.07073685720418205,3.151826568521728,0.0573297342530798,0.0,0.0,0.8842107150522754,0.02734375,8.0
4155,4.0,10,ICM-noSI,True,0.03970990626983738,0.07501114900014727,253,1.0,0.1,0.07073685908167696,0.0,0.07073686110551934,0.0,0.07073686312936171,2.0238423810208684e-09,1.0541331097554082e-09,0.07073685600370147,3.15182666541248,0.05732973341218193,6.7019635857941e-08,6.119450742564604e-08,0.8842107000462684,0.0234375,8.0
4155,4.0,10,ICM,True,0.046752532523076734,0.11046448899969619,433,1.0,0.0,0.08312208359353554,0.0,0.0831220836831335,0.0,0.08312208377273146,8.95979601469652e-11,5.387918194827892e-11,0.08312208345005839,4.605113659491539,0.10563377617737324,2.431912019845822e-09,2.265027795005091e-09,1.03902604312573,0.03515625,8.0
4172,4.0,10,DCM,True,0.017022708285097037,0.0562642270001561,55,1.0,0.0,0.05195428306866451,0.0,0.05195428306866451,0.0,0.05195428306866451,0.0,0.0,0.05195428306866451,16.580382103513408,0.12383326097876901,0.0,0.0,0.6494285383583064,0.03515625,8.0
4172,4.0,10,ICM-noSI,True,0.01635574921006256,0.10119371000018873,253,1.0,0.0,0.0511000526575522,0.0,0.05420010496769263,0.0,0.05730015727783305,0.0031000523101404236,3.493098398019487e-10,0.047999999998101936,17.174859695395117,0.12423998832257332,0.032602247453226804,2.5783954093871265e-08,0.5999999999762742,0.03125,8.0
4172,4.0,10,ICM,True,0.03166210996914116,0.12571882700012793,433,1.0,0.075,0.07213006994976502,0.0,0.08128670370386283,0.0,0.0904433374579606,0.009156633754097795,2.1072792310736734e-11,0.06297343617459444,3.8166393094180373,0.03454613385295657,0.09459928255950394,1.2065481864895854e-09,0.7871679521824304,0.04296875,8.0
4189,4.0,10,DCM,True,0.023831230394107734,0.06908688700013954,55,1.0,0.025,0.052646285476225504,0.025,0.052646285476225504,0.025,0.052646285476225504,0.0,0.0,0.052646285476225504,9.580314019309276,0.07439745613863438,0.0,0.0,0.6580785684528188,0.02734375,8.0
4189,4.0,10,ICM-noSI,True,0.02383123031834197,0.111239107000074,253,1.0,0.025,0.05264628548134498,0.025,0.05264628552681923,0.025,0.052646285572293436,4.547422844023589e-11,6.877050086560482e-11,0.05264628536710027,9.482045401209126,0.07314788207024239,1.5813451418582004e-09,2.464822030497496e-09,0.6580785670887532,0.02734375,8.0
4189,4.0,10,ICM,True,0.02759226470549952,0.14580686499994044,433,1.0,0.2,0.07247998797240959,0.1,0.08325150618855573,0.1,0.09402302440470185,0.010771518216146128,3.21044618126543e-10,0.061708469435218835,2.5935751139193477,0.04815431324693398,0.18806407677644654,1.7070086781613166e-08,0.7713558679402355,0.05859375,8.0
4206,4.0,10,DCM,True,0.01767553085942342,0.05589233000000604,55,1.0,0.0,0.05910188122737049,0.0,0.05910188122737049,0.0,0.05910188122737049,0.0,0.0,0.05910188122737049,8.146816030373511,0.05225163932431953,0.0,0.0,0.738773515342131,0.02734375,8.0
4206,4.0,10,ICM-noSI,True,0.01327831120268732,0.07772133399976155,253,1.0,0.0,0.05683189549172181,0.0,0.06566379089102078,0.0,0.07449568629031975,0.008831895399298966,5.841191452062567e-11,0.048000000034010934,8.168343581996076,0.05232221910427483,0.11734184937818633,3.982271098779621e-09,0.6000000004251367,0.02734375,8.0
4206,4.0,10,ICM,True,0.016021744631167338,0.11352131199964788,433,1.0,0.075,0.07469695224511458,0.1,0.09808814227139714,0.075,0.12147933229767971,0.02339119002628256,6.695596858973332e-11,0.05130576215187606,2.9255792661877584,0.019029198416581905,0.3168433208135101,3.6218060662995314e-09,0.6413220268984506,0.04296875,8.0
4223,4.0,10,DCM,True,0.028712670386608075,0.0457455209998443,55,1.0,0.05,0.07312949334615038,0.0,0.07312949334615038,0.0,0.07312949334615038,0.0,0.0,0.07312949334615038,11.971598137915972,0.14650930072390003,0.0,0.0,0.9141186668268797,0.03125,8.0
4223,4.0,10,ICM-noSI,True,0.028712670221211465,0.0800377949999529,253,1.0,0.05,0.0702856884989969,0.0,0.0754599971199753,0.0,0.08063430574095369,0.005174308620978399,6.073998275369697e-11,0.06511137981727852,16.691456633011626,0.15852106135291044,0.09487624662197089,3.636765301843812e-09,0.8138922477159815,0.03515625,8.0
4223,4.0,10,ICM,True,0.041796164913378696,0.11909949100027006,433,1.0,0.35,0.09334895377884668,0.275,0.09334896406521573,0.15,0.0933489743515848,1.0286369062791999e-08,1.1023490300255124e-09,0.09334894239012859,1.593432970658351,0.033190252154390865,2.3633676495421673e-07,6.343444307517762e-08,1.1668617798766072,0.04296875,8.0
