init.\ radius,ID feas.,$s_\mathcal{X}$,Cov. val.,Cov. train,Encl.,$\lambda^\star$
0.1,100.0,0.004719786032507936,32.5,100.0,0.05773035455611992,0.2177734375
0.25,100.0,0.00283442524785588,49.375,100.0,0.06493966500260283,0.103515625
0.5,100.0,0.003532015595291629,52.1875,100.0,0.07050317032775501,0.09423828125
0.75,100.0,0.00419279474111164,45.3125,100.0,0.06761522777436188,0.08984375
1.0,100.0,0.00294643957609623,47.8125,100.0,0.06987229382735717,0.08349609375
